product_id,title,description
django-querysetsequence,django-querysetsequence,Chain together multiple (disparate) QuerySets to treat them as a single QuerySet.
fastapi-restful,fastapi-restful,Quicker FastApi developing tools
connexion2,connexion2,Connexion - API first applications with OpenAPI/Swagger and Flask
pttlibrary,PTTLibrary,PTT library
ambition-prn,ambition-prn,"PRN forms such as offstudy, protocol violation, etc"
serveit,ServeIt,Machine learning prediction serving
pyral,pyral,Python toolkit for Rally REST API
pysimplesoap,PySimpleSOAP,Python simple and lightweight SOAP Library (master branch)
weblate,weblate,A web-based continuous localization system with tight version control integration
coinaddrvalidator,coinaddrvalidator,A crypto-currency address inspection/validation library.
permission,permission,Simple and flexible permission control for Flask app.
safe-netrc,safe-netrc,Safe netrc file parser
parse-accept-language,parse-accept-language,Parse Accept-Language HTTP header
acos-client,acos-client,A10 Networks ACOS API Client
escherauth-go,escherauth-go,Python wrapper for the Go implementation of the AWS4 compatible Escher HTTP request signing protocol.
certbot-dns-google,certbot-dns-google,Google Cloud DNS Authenticator plugin for Certbot
django-tz-detect,django-tz-detect,Automatic user timezone detection for django
scrapyd,scrapyd,"A service for running Scrapy spiders, with an HTTP API"
resteasycli,RESTEasyCLI,Handy REST API client on your terminal
django-recaptcha2,django-recaptcha2,Django reCaptcha v2 field/widget
certbot-dns-azure,certbot-dns-azure,Azure DNS Authenticator plugin for Certbot
edc-adherence,edc-adherence,Classes to manage adherence in clinicedc/edc projects
wsgi-intercept,wsgi-intercept,wsgi_intercept installs a WSGI application in place of a real URI for testing.
pillow,pillow,Python Imaging Library (Fork)
seaborn,seaborn,Statistical data visualization
imagesize,imagesize,Getting image size from png/jpeg/jpeg2000/gif file
resampy,resampy,Efficient signal resampling
azureml-train-core,azureml-train-core,Provides estimators for training models.
qrcode,qrcode,QR Code image generator
librosa,librosa,Python module for audio and music processing
azureml-pipeline-core,azureml-pipeline-core,"Contains core functionality for Azure Machine Learning pipelines, which are configurable machine learning workflows."
torchaudio,torchaudio,An audio package for PyTorch
gtts,gTTS,"gTTS (Google Text-to-Speech), a Python library and CLI tool to interface with Google Translate text-to-speech API"
cairocffi,cairocffi,cffi-based cairo bindings for Python
cairosvg,CairoSVG,A Simple SVG Converter based on Cairo
wand,Wand,Ctypes-based simple MagickWand API binding for Python
rasterio,rasterio,Fast and direct raster I/O for use with Numpy and SciPy
pygame,pygame,Python Game Development
svgwrite,svgwrite,A Python library to create SVG drawings.
av,av,Pythonic bindings for FFmpeg's libraries.
fonttools,fonttools,Tools to manipulate font files
yt-dlp,yt-dlp,A feature-rich command-line audio/video downloader
moviepy,moviepy,Video editing with Python
leather,leather,Python charting for 80% of humans.
pydub,pydub,Manipulate audio with an simple and easy high level interface
python-nvd3,python-nvd3,Python NVD3 - Chart Library for d3.js
mutagen,mutagen,read and write audio tags for many formats
audioread,audioread,"Multi-library, cross-platform audio decoding."
soundfile,soundfile,"An audio library based on libsndfile, CFFI and NumPy"
fpdf,fpdf,Simple PDF generation for Python
pydeck,pydeck,Widget for deck.gl maps
affine,affine,Matrices describing affine transformation of the plane
svglib,svglib,A pure-Python library for reading and converting SVG
xhtml2pdf,xhtml2pdf,PDF generator using HTML and CSS
pyclipper,pyclipper,Cython wrapper for the C++ translation of the Angus Johnson's Clipper library (ver. 6.4.2)
speechrecognition,SpeechRecognition,"Library for performing speech recognition, with support for several engines and APIs, online and offline."
pikepdf,pikepdf,"Read and write PDFs with Python, powered by qpdf"
mss,mss,An ultra fast cross-platform multiple screenshots module in pure python using ctypes.
pypng,pypng,Pure Python library for saving and loading PNG images
fpdf2,fpdf2,Simple & fast PDF generation for Python
hachoir,hachoir,Package of Hachoir parsers used to open binary files
pdfrw,pdfrw,PDF file reader/writer library
open3d,open3d,Open3D: A Modern Library for 3D Data Processing.
ffmpy,ffmpy,A simple Python wrapper for FFmpeg
agate-sql,agate-sql,agate-sql adds SQL read/write support to agate.
python-barcode,python-barcode,Create standard barcodes with Python. No external modules needed. (optional Pillow support included).
spotdl,spotdl,Download your Spotify playlists and songs along with album art and metadata
piexif,piexif,"To simplify exif manipulations with python. Writing, reading, and more..."
willow,Willow,"A Python image library that sits on top of Pillow, Wand and OpenCV"
ipympl,ipympl,Matplotlib Jupyter Extension
pysimplegui,PySimpleGUI,PySimpleGUI is now located on a private PyPI server.  Please add to your pip command: --extra-index-url https://PySimpleGUI.net/install
pyopengl,PyOpenGL,Standard OpenGL bindings for Python
kaldi-io,kaldi-io,Glue code connecting Kaldi data and Python.
agate-excel,agate-excel,agate-excel adds read support for Excel files (xls and xlsx) to agate.
agate-dbf,agate-dbf,agate-dbf adds read support for dbf files to agate.
sounddevice,sounddevice,Play and Record Sound with Python
art,art,ASCII Art Library For Python
playsound,playsound,"Pure Python, cross platform, single function module with no dependencies for playing sounds."
pyglm,pyglm,OpenGL Mathematics library for Python
pygal,pygal,A Python svg graph plotting library
rawpy,rawpy,"RAW image processing for Python, a wrapper for libraw"
unitypy,UnityPy,A Unity extraction and patching package
keplergl,keplergl,"This is a simple jupyter widget for kepler.gl, an advanced geospatial visualization tool, to render large-scale interactive maps."
kivy,Kivy,"An open-source Python framework for developing GUI apps that work cross-platform, including desktop, mobile and embedded platforms."
ipyleaflet,ipyleaflet,A Jupyter widget for dynamic Leaflet maps
aggdraw,aggdraw,High quality drawing interface for PIL.
pyaudio,PyAudio,Cross-platform audio I/O with PortAudio
bqplot,bqplot,"Interactive plotting for the Jupyter notebook, using d3.js and ipywidgets."
qgrid,qgrid,An Interactive Grid for Sorting and Filtering DataFrames in Jupyter Notebook
guessit,guessit,GuessIt - a library for guessing information from video filenames.
ipysheet,ipysheet,Spreadsheet in the Jupyter notebook.
django-versatileimagefield,django-versatileimagefield,"A drop-in replacement for django's ImageField that provides a flexible, intuitive and easily-extensible interface for creating new images from the one assigned to the field."
glfw,glfw,A ctypes-based wrapper for GLFW3.
ipyvuetify,ipyvuetify,Jupyter widgets based on vuetify UI components
ipyvue,ipyvue,Jupyter widgets base for Vue libraries
termplotlib,termplotlib,Python plotting for the command line
freetype-py,freetype-py,Freetype python bindings
zxing,zxing,Wrapper for decoding/reading barcodes with ZXing (Zebra Crossing) library
segno,segno,QR Code and Micro QR Code generator for Python
panda3d,Panda3D,Panda3D is a framework for 3D rendering and game development for Python and C++ programs.
psd-tools,psd-tools,Python package for working with Adobe Photoshop PSD files
pythreejs,pythreejs,"Interactive 3D graphics for the Jupyter Notebook and JupyterLab, using Three.js and Jupyter Widgets."
kaldiio,kaldiio,Kaldi-ark loading and writing module
tesserocr,tesserocr,"A simple, Pillow-friendly, Python wrapper around tesseract-ocr API using Cython"
pillow-simd,Pillow-SIMD,Python Imaging Library (Fork)
sickchill,sickchill,Automatic Video Library Manager for TV Shows
eyed3,eyeD3,Python audio data toolkit (ID3 and MP3)
ipyvolume,ipyvolume,IPython widget for rendering 3d volumes
python-xmp-toolkit,python-xmp-toolkit,Python XMP Toolkit for working with metadata.
ipywebrtc,ipywebrtc,WebRTC for Jupyter notebook/lab
webviz-core-components,webviz-core-components,Core components for webviz-config
pillow-heif,pillow-heif,Python interface for libheif library
python-vlc,python-vlc,VLC bindings for python.
webviz-config,webviz-config,Configuration file support for webviz
lottie,lottie,A framework to work with lottie files and telegram animated stickers (tgs)
gtts-token,gTTS-token,Calculates a token to run the Google Translate text to speech
webviz-subsurface-components,webviz-subsurface-components,Custom Dash components for use in Webviz.
babelfish,babelfish,A module to work with countries and languages
webviz-config-equinor,webviz-config-equinor,Webviz config Equinor theme
srt,srt,"A tiny library for parsing, modifying, and composing SRT files."
earthengine-api,earthengine-api,Earth Engine Python API
azureml-widgets,azureml-widgets,"Provides fully supported, with interactivity, async auto-updates, and non-blocking cell execution."
pil-compat,pil-compat,"Compatibility modules, bridging PIL -> Pillow"
ipytree,ipytree,A Tree Widget using jsTree
skia-pathops,skia-pathops,Python access to operations on paths using the Skia library
klio-audio,klio-audio,Library for audio-related Klio transforms and helpers
klio,klio,Conventions for Python + Apache Beam
klio-exec,klio-exec,Klio pipeline executor within a job
klio-core,klio-core,Core klio library for common functionality
distinctipy,distinctipy,A lightweight package for generating visually distinct colours.
pyaudioanalysis,pyAudioAnalysis,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications"
django-stdimage,django-stdimage,Django Standarized Image Field
sewar,sewar,All image quality metrics you need in one package.
pysoundfile,PySoundFile,"An audio library based on libsndfile, CFFI and NumPy"
glcontext,glcontext,Portable Headless OpenGL Context
imgdiff,imgdiff,Present two images side-by-side for visual comparison
svgpathtools,svgpathtools,A collection of tools for manipulating and analyzing SVG Path objects and Bezier curves.
youtube-dl2,youtube-dl2,YouTube video downloader
opentok,opentok,OpenTok server-side SDK
response,response,Your handy frequency and impulse response processing object
splipy,splipy,Spline modelling library for Python
ipyevents,ipyevents,A custom widget for returning mouse and keyboard events to Python
pykml,pykml,Python KML library
scikit-video,scikit-video,Video Processing in Python
moderngl,moderngl,ModernGL: High performance rendering for Python 3
aeidon,aeidon,"Reading, writing and manipulating text-based subtitle files"
pedalboard,pedalboard,A Python library for adding effects to audio.
pypdfium2,pypdfium2,Python bindings to PDFium
pyopengl-accelerate,PyOpenGL-accelerate,Cython-coded accelerators for PyOpenGL
sidekit,SIDEKIT,"Speaker, Language Recognition and Diarization package."
soxr,soxr,"High quality, one-dimensional sample-rate conversion library"
fake-bpy-module-latest,fake-bpy-module-latest,Collection of the fake Blender Python API module for the code completion.
pyfftw,pyFFTW,"A pythonic wrapper around FFTW, the FFT library, presenting a unified interface for all the supported transforms."
subliminal,subliminal,"Subtitles, faster than your thoughts"
pysrt,pysrt,SubRip (.srt) subtitle parser and writer
viivakoodi,viivakoodi,Create standard barcodes with Python. No external modules needed (optional PIL support included).
pyogg,PyOgg,"Xiph.org's Ogg Vorbis, Opus and FLAC for Python"
pyvips,pyvips,binding for the libvips image processing library
discord-musicbot,discord-musicbot,MusicBot bot for Discord.
music21,music21,A Toolkit for Computer-Aided Musical Analysis and Computational Musicology.
endesive,endesive,"Library for digital signing and verification of digital signatures in mail, PDF and XML documents."
exif,exif,Read and modify image EXIF metadata using Python.
julius,julius,"Nice DSP sweets: resampling, FFT Convolutions. All with PyTorch, differentiable and with CUDA support."
imantics,imantics,Python package for managing image annotations
pysimpleguiweb,PySimpleGUIWeb,A port of PySimpleGUI that runs in a web browser.  Utilizes Remi as the GUI framework
html2image,html2image,Package acting as a wrapper around the headless mode of existing web browsers to generate images from URLs and from HTML+CSS strings or files.
svgutils,svgutils,Python SVG editor
tswift,tswift,MetroLyrics API
azureml-tensorboard,azureml-tensorboard,Machine Learning TensorBoard package combines AzureML     SDK with TensorBoard visualization
samplerate,samplerate,Monolithic python wrapper for libsamplerate based on pybind11 and NumPy
ffprobe,ffprobe,Wrapper around ffprobe command to extract metadata from media files
fake-bge-module-latest,fake-bge-module-latest,Collection of the fake Blender Game Engine (BGE) Python API module for the code completion.
dhash,dhash,"Calculate difference hash (perceptual hash) for a given image, useful for detecting duplicates"
pyalsaaudio,pyalsaaudio,ALSA bindings
pysimplegui27,PySimpleGUI27,"Python 2.7 version of PySimpleGUI - GUI SDK Launched in 2018 Actively developed and supported. Super-simple to create custom GUI's.  Python 2.7 & 3 Support. 100 Demo programs & Cookbook for rapid start. Extensive documentation. Examples using Machine Learning(GUI, OpenCV Integration,  Chatterbot), Rainmeter Style Floating Desktop Widgets, Matplotlib + Pyplot integration, add GUI to command line scripts, PDF & Image Viewer. Great for beginners as well as advanced GUI programmers"
opentimelineio,OpenTimelineIO,Editorial interchange format and API
noise,noise,Perlin noise for Python
pyrr,pyrr,3D mathematical functions using NumPy
pypylon,pypylon,The python wrapper for the Basler pylon Camera Software Suite.
discord-ext-music,discord-ext-music,An easy-to-use music extension for discord.py
pysubs2,pysubs2,A library for editing subtitle files
pyrealsense2,pyrealsense2,Python Wrapper for Intel Realsense SDK 2.0.
supriya,supriya,A Python API for SuperCollider
taichi,taichi,The Taichi Programming Language
zxing-cpp,zxing-cpp,Python bindings for the zxing-cpp barcode library
pysimpleguiqt,PySimpleGUIQt,"Python GUIs for Humans! PySimpleGUI is the top-rated Python application development environment. Launched in 2018 and actively developed, maintained, and supported in 2024. Transforms tkinter, Qt, WxPython, and Remi into a simple, intuitive, and fun experience for both hobbyists and expert users."
numpy,numpy,Fundamental package for array computing in Python
matplotlib,matplotlib,Python plotting package
scipy,scipy,Fundamental algorithms for scientific computing in Python
scikit-learn,scikit-learn,A set of python modules for machine learning and data mining
